,Hotel,Reviews,Aspect_Sentiment
139,Apex Temple Court Hotel, The staff is quite annoying and could be more discreet entering the room without invitation The view from the hotel was quite uninspiring ,"{'staff': [0, -0.875], 'room': [0, -0.875], 'discreet': [0, -0.875], 'invitation': [0, -0.875], 'view': [0.375, -0.625]}"
141,Apex Temple Court Hotel, Breakfast buffet continental was ok but nothing out of the ordinary A la carte was also possible but we didn t try ,"{'breakfast buffet continental': [0, 0], 'nothing': [0, 0]}"
142,Apex Temple Court Hotel, More seating in the bar area would be good also it s a trek to use the toilets ,"{'bar area': [1.0, 0], 'seating': [0.5, 0]}"
145,Apex Temple Court Hotel, The cleaner knocked on our door at 8am which wasn t ideal We were checking out that day so no need to clean the room Being fussy the dressing gown and towels weren t hugely soft ,"{'day': [0, -0.5], 'cleaner': [0, 0], 'need': [0, -0.5], 'room being': [0, -1.0], 'door': [0, 0]}"
146,Apex Temple Court Hotel, This was my second time at this hotel the first time I booked the basic room and was pleasantly surprised at the spaciousness of the room I was given This time I opted to upgrade to a more expensive room and was surprised that it was much smaller than the room I had stayed in before It just might be that I was given a free upgrade the first time ,"{'upgrade': [0.5, -0.125], 'room': [0.875, -0.125], 'time': [0, 0], 'hotel': [0, 0], 'spaciousness': [0.375, 0]}"
147,Apex Temple Court Hotel, Going as a family with two rooms hired in the same reservation they allocated us in two different buildings They were even unable to allocate us in different floors of the same building,"{'reservation': [0.625, 0], 'family': [0.625, 0]}"
148,Apex Temple Court Hotel, Some of the complimentary items of food from the room were missing and there was an empty box in the minibar too ,"{'food': [0.5, -0.25], 'box': [0.5, -0.25], 'room': [0.5, -0.25]}"
149,Apex Temple Court Hotel, A few more little milks maybe as I drink a lot of tea but I was given a little jug of milk when I asked ,"{'jug': [0, -0.25], 'tea': [0, 0], 'lot': [0, 0]}"
150,Apex Temple Court Hotel, The air conditioning rattled all night and was rather noisy the room was a lot smaller than previous trips but just as expensive A lot better value for money in other hotels ,"{'air': [1.125, -0.125], 'room': [1.125, -0.125], 'lot': [1.625, -0.75], 'night': [1.125, -0.125], 'value': [0.5, -0.625]}"
151,Apex Temple Court Hotel, Nothing your doing a fantastic job,{}
152,Apex Temple Court Hotel, The rooms were too dark and warm After shaving I got on a plane and realized I missed half my face The bathroom mirror was placed right on top of the toilet bowl which was absolutely disgusting Another design flaw was that you had to move the toilet seat up and down in order to flush the toilet The bedroom windows were painted shut which made it awfully stuffy hot and unbearable in the room It was difficult for bad smells to escape since there was no ventilation in the room The walkway outside the hotel room stank of chemicals and the hallway looked soulless like student dormitories One should not be paying so much money for such a low standard hotel which did not even include breakfast The staff were from anywhere else but Britain which did not help make our British experience any better ,"{'money': [0, -1.25], 'soulless': [0, 0], 'design flaw': [0.25, 0], 'hallway': [0, 0], 'face': [0, 0], 'shut': [0.25, -0.625], 'hotel room stank': [1.0, -4.25], 'toilet seat': [0.75, 0], 'plane': [0, 0], 'student': [0, 0], 'ventilation': [0, -1.625], 'standard hotel': [0, -2.5], 'staff': [0.5, -0.625], 'bedroom': [0.25, -0.625], 'toilet bowl': [1.125, 0], 'order': [0.125, 0], 'walkway': [0, 0], 'britain': [0.5, -0.625], 'top': [0.5, 0], 'room': [1.0, -3.0], 'bathroom mirror': [1.0, 0], 'breakfast': [0, -1.25], 'toilet': [0.625, 0], 'half': [0, 0]}"
153,Apex Temple Court Hotel, If we had to pick one thing it would be the pillows are a bit to soft but everyone is different Literally could not find fault with anything ,"{'thing': [0.625, -0.875], 'everyone': [0.625, -0.25], 'bit': [0.625, -0.25], 'fault': [0, -0.625]}"
154,Apex Temple Court Hotel, Location was fine for where I needed to be but if you could find find yourself a little aways from the center and Covent Garden Depends what you looking for underground is about 10 mins walk in either direction ,"{'center': [0, -0.25], 'underground': [0, 0], 'aways': [0, -0.25], 'location': [0, -0.125], 'covent garden': [0, -0.5]}"
155,Apex Temple Court Hotel, At the outside front entrance to the hotel there is a large carpeted area that was extremely wet due to the weather which spoiled the lovely entrance to an otherwise great hotel ,"{'entrance': [1.25, -0.25], 'hotel': [1.25, -0.25], 'weather': [1.25, -0.25], 'area': [1.25, -0.25], 'front entrance': [2.5, -0.5]}"
156,Apex Temple Court Hotel, We felt the price of breakfast is just too much and would have added another 100 to price of our stay ,"{'price': [0.625, -0.25], 'breakfast': [0.625, -0.25]}"
157,Apex Temple Court Hotel, The room looked straight onto an office window so was a little obtrusive But understand I wasn t paying for a view ,"{'office window': [0, -0.75], 'room': [0, -0.375], 'understand': [0, 0]}"
158,Apex Temple Court Hotel, Bath tub was good but if once water falles out there s no pipe to get lid of them ,"{'bath tub': [1.0, 0], 'water': [0.5, 0]}"
159,Apex Temple Court Hotel, Not quite the top notch quality it was a couple of years ago Although still a very good hotel the age is slowly starting to show Carpet coming loose in the hallway wall sockets not EU compatible small things like the bottle opener in the room broken and the nice little Bose speaker have the old iPhone 4 connector ,"{'bottle opener': [3.75, -1.75], 'bose speaker': [0, 0], 'eu': [1.875, -0.875], 'notch quality': [0, -2.5], 'hotel': [1.875, -0.875], 'age': [1.875, -0.875], 'hallway wall': [3.75, -1.75], 'couple': [0, -1.25], 'carpet': [1.875, -0.875], 'room broken': [3.75, -1.75], 'iphone': [0, 0]}"
161,Apex Temple Court Hotel, Breakfast is good but quite expensive particularly if you compare it to prices of breakfast to go on Fleet Street ,"{'breakfast': [1.0, -0.625]}"
162,Apex Temple Court Hotel, Service Also they would have given reductions or breakfast in the price but could not because we booked through you Had my 60th birthday while staying The hotel knew this and made no acknowledgement of this not even an extra packet of biscuits Spent two thousand pounds on 3 rooms Felt short changed ,"{'packet': [0, -0.625], 'hotel': [0, -0.625], 'birthday': [0, 0], 'breakfast': [0, -0.625], 'service': [0, 0], 'acknowledgement': [0, -0.625], 'price': [0, -0.625], 'had': [0, 0], 'spent': [0, 0]}"
163,Apex Temple Court Hotel, My son and his family were staying the same two nights in identical rooms He booked directly with Apex and got full breakfasts included for the same room price that I paid Booking via booking com cost me almost an extra 50 for breakfasts even after I had negotiated a bit of a discount by reference to the comparison ,"{'room price': [0, -0.5], 'discount': [0, 0], 'son': [0, -0.5], 'apex': [0, 0], 'family': [0, -0.5], 'com cost': [0, 0], 'bit': [0, 0], 'reference': [0, 0]}"
164,Apex Temple Court Hotel, Everything was genuinely perfect ,{}
165,Apex Temple Court Hotel, Nothing Our second stay at this hotel and the hotel is very much in our Green Band as experienced and discerning hotel visitors,"{'band': [0.5, 0], 'nothing': [0, 0], 'hotel': [1.0, 0], 'stay': [0.5, 0]}"
166,Apex Temple Court Hotel, Bose sound system was not blue tooth and still on iPhone 4 adapter Advertised sky movies but was pin protected but I m sure we could have contacted reception to gain the code ,"{'adapter': [0, -0.625], 'tooth': [0, -0.625], 'sky': [0, 0], 'reception': [0, -0.5], 'iphone': [0, -0.625], 'bose sound system': [0, -1.875]}"
167,Apex Temple Court Hotel, It took a little longer than expected for for the room service to be cleared from outside our room But that is being ultra fussy as it wasnt left inside the room ,"{'room': [0, -0.25], 'room service': [0, -0.5], 'fussy': [0, 0]}"
168,Apex Temple Court Hotel, its just really really cheap furnished no seating possibility except ONE office chair in the room nothing comfortable it is MINIMalistic furnished which would be ok in a way but you just don t feel home there Glad I just booked it for one night to try a new place since I am frequently traveling to London and was searching for a place closer to our office in Fleetstreet,"{'night': [1.0, 0], 'office': [2.5, -1.0], 'glad': [0, 0], 'place closer': [1.0, 0], 'home': [2.5, -1.0], 'possibility': [2.5, -1.0], 'london': [0, 0], 'one office chair': [8.5, -3.0], 'minimalistic': [2.5, -1.0], 'place': [1.0, 0], 'way': [2.5, -1.0], 'room nothing': [5.0, -2.0]}"
169,Apex Temple Court Hotel, The breakfast system is very over complicated and needs to be looked at It would save your staff a lot of time not having to try to explain how it works Our party of six chose things from the menu as advised but no one told us that if you didn t have the Continental breakfast you would be charged for coffee or tea even though the other breakfast was more expensive anyway It caused a bad atmosphere over breakfast which could have been avoided Make the menu easier and you will be saved the hassle of complaints from customers The food at breakfast was good and it s a shame to spoil the good ratings just for this ,"{'staff': [0, -0.625], 'coffee': [0.5, -0.625], 'one': [0.5, -0.625], 'menu': [1.125, -0.625], 'time': [0, -0.625], 'party': [0.5, -0.625], 'food': [1.625, 0], 'lot': [0, -0.625], 'breakfast': [2.625, -1.5], 'breakfast system': [3.125, -1.5], 'continental breakfast': [3.125, -2.125], 'atmosphere': [0, -0.875], 'hassle': [0.625, 0]}"
171,Apex Temple Court Hotel, Service at the bar we had to wait quite long to get served even tough there were only a few other guests at the bar Variety of the buffet was a little poor for a continental breakfast ,"{'service': [0, -1.25], 'bar': [0, -1.25], 'buffet': [0, -0.25], 'variety': [0, -0.25]}"
173,Apex Temple Court Hotel, A couple of times the staff missed to replace the shampoo bottles but we are all humans ,"{'couple': [0, 0], 'staff': [0, 0]}"
174,Apex Temple Court Hotel, Room on small side for a King very expensive for the Wednesday Thursday nights First night pillows like rocks requested change and got one soft and one slab Third night managed to find 2 soft pillows Bed comfortable Not enough hangers in cupboards for 2 people staying more than 1 night Room temperature control did not go lower than 19C and seemed to revert to 25C once room key taken out Bar prices on the high side ,"{'wednesday': [0, 0], 'thursday': [0, 0], 'room key': [1.25, -2.75], 'bed': [0, -0.75], 'room': [1.125, -1.375], 'night': [0.125, -1.625], 'change': [0, 0], 'night room temperature control': [1.5, -5.75], 'soft': [0, -0.25], 'bar': [0.125, -1.375], 'side': [1.125, -1.375], 'slab': [0, 0]}"
175,Apex Temple Court Hotel, Lowered check in desk for shorter or disabled Jellybeans and Pringles missing Only one duck 2people Automatic doors for people with mobility issues and wheelchair users Didn t get the room I booked ,"{'check': [0, 0], 'wheelchair': [0, 0], 'duck': [0, 0], 'desk': [0, 0], 'mobility': [0, 0]}"
176,Apex Temple Court Hotel, The ends of the bath were very vertical it looked pretty but not the most comfortable for a relaxing soak after a long day but I am aware I m fussy with my baths ,"{'bath': [1.375, -2.0], 'relaxing soak': [2.75, -2.75]}"
178,Apex Temple Court Hotel, A bit mean with tea coffee milk in room ,"{'coffee milk': [0, 0], 'bit': [0, 0]}"
179,Apex Temple Court Hotel, Tray charge too expensive putting us off ordering food smart tv did not seem to work well but none of these issues detracted from a comfortable and enjoyable stay ,"{'tray charge': [2.0, -4.5], 'none': [1.0, -2.25], 'food': [1.0, -2.25], 'tv': [1.0, -2.25]}"
180,Apex Temple Court Hotel, We got a room 542 with a very disappointing view we were looking right into the balconies of other rooms the room itself did not have a balcony Especially in summer you won t have much privacy Location Temple is very central but still I would chose another central location the next time I m in London as in the weekends Temple seems a bit deserted ,"{'view': [0.5, -1.5], 'room': [0.5, -1.5], 'privacy location temple': [1.5, -0.375], 'london': [0, -0.375], 'location': [0.5, 0], 'temple': [0.5, -0.375], 'balcony': [0.5, -1.5], 'time': [0, 0], 'summer': [0.5, 0]}"
181,The Park Grand London Paddington, The first night we were given an extremely small room with the bathroom door broken Next morning when we made a complaint they gave us a perfect room ,"{'next morning': [1.25, 0], 'complaint': [0.625, 0], 'room': [0.625, 0], 'bathroom door': [1.25, 0], 'night': [0.625, 0]}"
182,The Park Grand London Paddington, They stolen 800 from my money from the safe box at my room I couldn t report to police because shortage of time to reach my flight back They can watch the cameras and identify easily the staff who entered my room and return back my money ,"{'flight': [0, 0], 'staff': [0.25, 0], 'room': [0.875, 0], 'shortage': [0, 0], 'money': [0.875, 0], 'time': [0, 0], 'box': [0.625, 0], 'return': [0.25, 0]}"
183,The Park Grand London Paddington, The room was appalling I had originally requested a room with a balcony as a special request and I understand that may not always be possible In saying that they gave me a room in the basement Supposedly it was a bonus gift from them as it was a bigger room to what I had originally booked Which made me think how small could my room have been if this so called bigger room was this small There was a window with three magnificent view of the buildings pipe work There was a constant noise out the window from a machine of some sort There was not much room to hang clothes or put things away There was a tiny built in wardrobe which could barely fit a handful of tops but the room was for 2 I will not be staying here again ,"{'bonus gift': [0.25, 0], 'view': [0.5, 0], 'noise': [0, -0.25], 'which': [0.625, 0], 'balcony': [0.125, 0], 'wardrobe': [0.125, 0], 'pipe work': [1.0, 0], 'room': [0.875, -0.625], 'machine': [0, -0.25], 'handful': [0.125, 0], 'request': [0.125, 0], 'sort': [0, -0.25], 'window': [0.5, -0.25], 'basement': [0, 0]}"
184,The Park Grand London Paddington, The change of hotel story it repeated with every gusts so I have reviewed some of gust comments before and I faced the same If you booked a room for three adult which is queen bed and sofa beds you will stay in the basement which I will not recommend So the only room fit 3 adult is in the basement otherwise they move you up in room with extra bed for non adult The room pic dose not match the reality ,"{'room fit': [0, -2.375], 'room': [0, -1.5], 'room pic dose': [0, -2.75], 'sofa': [0, 0], 'change': [0, 0], 'hotel story': [0, 0], 'bed': [0, -0.875], 'adult': [0, -0.875], 'basement': [0, -0.875]}"
186,The Park Grand London Paddington, Our room seemed hidden away in the bowels of the hotel It did have a large frosted window but when examined it clearly looked out on to a manky neglected ourdoor light shaft ,"{'room': [0, -0.125], 'manky': [0, 0], 'hotel': [0, -0.125], 'window': [0, 0]}"
187,The Park Grand London Paddington, Noisy air con ,{}
188,The Park Grand London Paddington, Our first room had water leaking from the ceiling room above dripping down into our room We had to change rooms and the staff refused to give a monetary refund discount for the inconvenience I asked to speak with the manager about my disatisfaction and for 7 days was put off Additionally the ac was very loud did not work well and I was always hot The junior suite was too small for 3 people The sheets were not changed for 7 days Choose a different hotel ,"{'ac': [0.875, -0.625], 'staff': [0, 0], 'room': [0, 0], 'disatisfaction': [0, 0], 'water': [0, 0], 'ceiling room': [0, 0], 'manager': [0, 0], 'refund discount': [0, 0], 'inconvenience': [0, 0], 'suite': [0, -0.25]}"
189,The Park Grand London Paddington, Our rooms were in underground floor it s nothing specifically bad but was not mentioned during booking Unstable wi fi signal in the room but still working The worst part is tiny bathroom It combines toilet and shower on a very small patch and if you are not alone after one person takes a shower everything around like floor toilet is absolutely wet ,"{'shower': [1.0, -0.625], 'bathroom': [0, -1.0], 'wi': [0.375, -1.875], 'signal': [0.375, -1.875], 'shower everything': [2.0, -1.25], 'nothing': [0.375, -1.875], 'room': [0.375, -2.875], 'part': [0, -1.0], 'toilet': [1.0, -0.625], 'floor': [1.375, -2.5], 'patch': [1.0, -0.625], 'person': [1.0, -0.625]}"
190,The Park Grand London Paddington, Very small rooms Bed was uncomfortable Shower flooded the bathroom No bath Carpet and mattress were stained Expensive compared to other hotels we could have booked in the area that would have offered the same standard ,"{'bed': [0.5, -0.75], 'mattress': [0, 0], 'shower': [0.5, -0.75], 'bathroom': [0.5, -0.75], 'area': [0.5, -0.625], 'bath carpet': [0.5, -0.75]}"
191,The Park Grand London Paddington, The photos of the compact room do it show how small it really is This room will only just have enough room for you luggage ,"{'photos': [0.625, 0], 'room': [1.25, 0]}"
192,The Park Grand London Paddington, It s very close to another hotel with almost the same name so we went to the wrong one first not really their fault Checking in was very chaotic it was very busy Some people had been double booked Also when we went to check in at 2 15pm one of the rooms wasn t ready as they had a late check out which I didn t think was a very good excuse The hotel was OK but it was expensive for what you got it s the location you re paying for ,"{'fault': [1.125, -1.375], 'check': [1.375, -0.375], 'hotel': [1.125, -1.375], 'excuse': [1.0, 0], 'name': [1.125, -1.375]}"
193,The Park Grand London Paddington, Run down needs new furniture and painting Not clean enough and when cleaner comes with just polish and a rag then you know it s not being cleaned good enough ,"{'painting': [0.5, 0], 'cleaner': [1.5, -1.25], 'run': [0.5, 0], 'furniture': [0.5, 0]}"
194,The Park Grand London Paddington, More tea bags and milk for making your own drinks would be good ,"{'tea': [0.5, 0]}"
195,The Park Grand London Paddington, Rooms were not very well maintained Not clean at all To be honest we were expecting better in the money we spent I will never stay in this hotel again ,"{'money': [0.875, 0]}"
198,The Park Grand London Paddington, The A C control in the room did not work We notified the issue the day we checked in but it was never fixed We needed to call the counter for them to change the room temperature The furnishings in the lobby need attention they look old and beat ,"{'room': [0, -0.625], 'day': [0, -0.625], 'lobby need attention': [0, 0], 'work': [0, -0.625], 'counter': [0, 0], 'room temperature': [0, -0.625], 'c control': [0, -1.875], 'issue': [0, -0.625]}"
199,The Park Grand London Paddington, Room was extremely small with very strange walk in wardrobe space I feel the layout of the room and the dark wood did not help Not good if you are claustrophobic Also as we were in an internal room we were unable to open the windows Bathroom tiny but adequate with a fantastic shower Anyone of a larger build would struggle to move around in there I would suggest a taxi from the station or underground if you have any luggage as its approx a 7 10 minute walk and there are a few junctions to negotiate ,"{'taxi': [0, 0], 'wardrobe space': [3.0, 0], 'shower': [0.375, 0], 'bathroom': [0.375, 0], 'luggage': [0, 0], 'room': [1.875, -1.875], 'build': [0.125, 0], 'walk': [1.5, 0], 'anyone': [0.125, 0], 'wood': [0, -1.125], 'station': [0, 0], 'layout': [0, -1.125], 'approx': [0, 0]}"
200,The Park Grand London Paddington, We couldn t see out of our window there wasn t much of a view ,"{'window': [0, 0]}"
201,The Park Grand London Paddington, Wifi is slow as it seems to be in most London hotels breakfast is buffet no a la carte available,"{'wifi': [0.375, -0.25], 'london': [0.375, -0.25], 'breakfast': [0.375, -0.25]}"
202,The Park Grand London Paddington, The room was very small and at the back of the hotel off the main corridor we checked in late in the evening and I felt we got the small room at the back cause we were late arriving ,"{'room': [0.5, 0], 'hotel': [0.5, 0], 'back': [0.5, 0], 'corridor': [0.5, 0], 'cause': [0, 0], 'evening': [0.5, 0]}"
203,The Park Grand London Paddington, Tiny rooms v small shower cramped space for suitcase,"{'space': [0, 0], 'shower': [0, 0], 'tiny': [0, 0]}"
204,The Park Grand London Paddington, More space Just my wife and I packed in room On website rooms appeared much more spacious Staff was nice but very difficult to communicate with ,"{'wife': [0.625, 0], 'space': [0, 0], 'room': [0, 0]}"
205,The Park Grand London Paddington, Tricky to find as there are two similar named hotels in same area ,"{'tricky': [0.375, 0]}"
206,The Park Grand London Paddington, The restaurant is quite cramped and seemed to be a bit chaotic at breakfast I waited a long time for my pot of tea Then when I asked when it was coming I was given someone else s pot of tea whom had also been waiting for a long time ,"{'someone': [0, 0], 'pot': [0, 0], 'breakfast': [0, -1.0], 'restaurant': [0, -1.0], 'time': [0, 0], 'tea': [0, 0], 'bit': [0, -1.0]}"
207,The Park Grand London Paddington, Underfloor heating in bathroom was on even though there was a heat wave ,"{'bathroom': [0, 0], 'underfloor heating': [0, 0]}"
208,The Park Grand London Paddington, The mattress was a little crunchy ,"{'mattress': [0, -0.25]}"
209,The Park Grand London Paddington, Rooms are a bit small with not much space to store clothes But the beds are big ,"{'bit': [0, -0.625]}"
210,The Park Grand London Paddington, This is a noisy overpriced hotel When I arrived they put me in a ground floor room next to the road really right next to it When I tried to go to sleep all I could hear were people outside and the television upstairs I requested a move and was given a new room Some where in the room was a boiler unit in the wall that would turn on every now and then and sound like a small jet engine In the morning I could here the person above me taking a shower and flushing the toilet ,"{'road': [0.625, 0], 'person': [0, 0], 'television upstairs': [0, 0], 'morning': [0, 0], 'hotel': [0.5, 0], 'room': [1.375, 0], 'shower': [0, 0], 'wall': [0.375, 0], 'move': [0.375, 0], 'boiler unit': [0.75, 0], 'jet engine': [0.75, 0], 'ground floor room': [2.625, 0]}"
211,The Park Grand London Paddington, Although it wasn t an issue for me as it wasn t vital there was no instruction to operate the TV and the provided Handy device ,"{'instruction': [0.5, 0], 'tv': [0, 0], 'issue': [0.5, 0]}"
213,The Park Grand London Paddington, Nothing A nice hotel in a very convenient area with excellent staff ,"{'hotel': [2.125, 0], 'area': [2.125, 0], 'nothing': [0, 0]}"
214,The Park Grand London Paddington, Very tiny space no room to walk at all Shower is super small I am tiny myself but I didn t have room to turn around ,"{'space': [0.5, 0], 'room': [0.5, 0], 'shower': [0, 0]}"
215,The Park Grand London Paddington, The loo hadn t been cleaned and had been well used ,{}
216,The Park Grand London Paddington, The room was a bit small but still very good for London standards I was at first disappointed that there was no proper shower it was the floor of the toilet bathroom which you don t expect from such a hotel but in the end it was ok and the water had good pressure ,"{'room': [2.25, -0.375], 'floor': [1.25, -0.375], 'hotel': [1.25, -0.375], 'london': [1.0, 0], 'toilet bathroom': [2.5, -0.75], 'water': [1.25, -0.375], 'end': [1.25, -0.375], 'bit': [1.0, 0]}"
217,The Park Grand London Paddington, The design of the toilet bath area will get the whole floor to be wet Would be better if there is a segregation The tap of the basin seems to be old and it was very tight ,"{'toilet bath area': [0, 0], 'tap': [0.5, 0], 'floor': [0, 0], 'design': [0, 0], 'segregation': [0.5, 0]}"
219,The Park Grand London Paddington, Room was advertised as twin bed but was only 1 bed Not very appropriate as I was travelling with my mother 75yrs and had to share it No reception for my phone in the room,"{'twin bed': [0, 0], 'room': [0, 0], 'share': [0, 0], 'reception': [0, 0], 'mother': [0, 0], 'bed': [0, 0], 'phone': [0, 0]}"
220,The Park Grand London Paddington, N A,{}
221,The Park Grand London Paddington, we could not close the door to the main room door without having to lift our bed up and the bathroom was just a wet room that was so small it made the whole bathroom wet stright away,"{'room door': [1.25, -1.25], 'bed': [0.625, -0.625], 'room': [0.625, -0.625], 'bathroom': [0.625, -0.625], 'door': [0.625, -0.625]}"
222,The Park Grand London Paddington, The staff here are indifferent and the hotel didn t respond to communication in the lead up to my stay I arrived 4 hours prior to check in time and had emailed twice in the week leading up to staying to ask for an early check in even offering to pay for it after a 30 hour journey from Australia I didn t receive a response and my room was not ready until 2 hours after their advertised check in time I was offered a toilet off reception to use to change and told they would store my bags The toilet floor was covered in urine It was a disgusting and disappointing start to my trip that coloured my view of the hotel ,"{'staff': [0, 0], 'reception': [0, 0], 'start': [0, -0.25], 'hotel': [0, -0.25], 'view': [0, -0.25], 'toilet floor': [0, 0], 'disgusting': [0, -0.25], 'time': [0, -0.875], 'check': [0, -0.875], 'australia': [0, 0], 'lead': [0, 0], 'response': [0, -0.875], 'communication': [0, 0], 'room': [0, -0.875], 'stay': [0, 0], 'trip': [0, -0.25], 'hour journey': [0, -0.875], 'urine': [0, 0], 'toilet': [0, 0], 'week': [0, 0]}"
223,The Park Grand London Paddington, There was water dripping from the ceiling in the bathroom in the morning which I thought was odd There was also no plug near a mirror to do my hair ,"{'water': [0, 0], 'bathroom': [0, 0], 'ceiling': [0, 0], 'mirror': [0, 0], 'plug': [0, 0], 'morning': [0, 0]}"
224,The Park Grand London Paddington, Seat cover in dining room badly ripped which detracted from the ambience a little ,"{'room': [0, -0.5], 'seat cover': [0, -1.0]}"
225,The Park Grand London Paddington, Very restricted in bathroom too small and did not like the overhead shower ,"{'bathroom': [0.5, -1.25]}"
226,The Park Grand London Paddington, First night I was put in a basement room with no signal not ideal when you re trying to work in the evening They moved me for the 2nd night and the TV didn t work for the majority of the evening ,"{'night': [0, 0], 'signal': [0, -0.625], 'tv': [0, 0], 'basement room': [0, -1.25], 'majority': [0, 0], 'evening': [0, -0.625]}"
227,The Park Grand London Paddington, Shower screen could have been a little wider so less water splash but we sorted it very quickly as it was ,"{'shower screen': [1.0, -1.25], 'wider': [0.5, -0.625]}"
228,The Park Grand London Paddington, Bathroom needed a bit of renovation,"{'bit': [0, 0], 'bathroom': [0, 0]}"
229,The Park Grand London Paddington, The bed was very uncomfortable and too small The room was smaller than expected and it was a luxury room ,"{'bed': [0.5, -1.0], 'room': [0, -0.125]}"
230,The Park Grand London Paddington, Nothing Everything exceeded my expectations ,"{'nothing': [0, 0]}"
231,The Park Grand London Paddington, I did not stay long enough to spot any flaws I thoroughly enjoyed the experience ,{}
232,The Park Grand London Paddington, I stayed for 5 days in the hotel First of all the room was very small and not like in the picture very small Then the A C controller was not working in the room so each time I had to call the reception to change the temperature of the room And the door of my room was in the front of the lift and because it is very old lift there was noise from the lift They told me they will change the room but they didn t ,"{'c controller': [1.5, -1.875], 'hotel': [0, 0], 'door': [0.5, 0], 'temperature': [0, 0], 'first': [1.0, -0.625], 'time': [0, -0.625], 'lift': [0.5, 0], 'room': [1.5, -1.25], 'picture': [1.0, -0.625], 'reception': [0, 0], 'noise': [0.5, 0], 'front': [0.5, 0]}"
233,The Park Grand London Paddington, Room very small and air con didn t work but biggest problem was the position of the toilet as the wet room shower glass door was way too close to front of toilet so had to sit sideways and even then easy to hit your head when sitting standing,"{'position': [1.75, -0.25], 'room': [1.75, -0.25], 'front': [1.75, -0.25], 'head': [1.75, -0.25], 'air con': [3.5, -0.5], 'toilet': [1.75, -0.25], 'problem': [1.75, -0.25], 'way': [1.75, -0.25], 'wet room shower glass door': [8.75, -1.25]}"
234,The Park Grand London Paddington, Our room was very small and in a basement That I did not expect The was no space to unpack things from suitcase Not much daylight no view ,"{'suitcase': [0, 0], 'room': [0.5, 0], 'basement': [0.5, 0], 'daylight': [0, -0.625], 'space': [0, 0]}"
235,The Park Grand London Paddington, Room was tight bed was so close to wall you could not walk around it Made getting into bed a challenge for one partner ,"{'room': [0, -0.625], 'challenge': [0, 0], 'bed': [0, -0.625]}"
236,The Park Grand London Paddington, For the hold on my credit card they took a physical impression on carbon paper Can t prove this is related but that same evening I had a fraudulent charge on my card for 0 99 on iTunes The hotel was great but I don t think I will allow anyone to take an impression of my card again ,"{'carbon paper': [0, 0], 'hotel': [0, 0], 'impression': [0, 0], 'charge': [0, -0.625], 'anyone': [0, 0], 'evening': [0, 0], 'credit card': [0, -0.625], 'card': [0, -0.625], 'hold': [0, 0], 'ca': [0, -0.625]}"
237,The Park Grand London Paddington, No fridge and only plug sockets were far away other than that the room was faultless ,"{'fridge': [0, -1.25]}"
238,The Park Grand London Paddington, Booked a Club room when we arrived the room was under the Main Street and didn t even have any windows Hardly 4 Star and what you expect from a Club Room then we asked to be moved in the second room we didn t receive the complimentary Dressing Gowns 2 Bottles of Wine or fruit platter that you were suppose to get with a Club Room Also when going to shower ready for the theatre at 1600 there was no hot water which meant us having to have a freezing cold shower The Club Room Bar they advertise is actually the only bar and the same as everyone else you just go through a different door to get to it with the label Club Lounge on it and we got charged for everything we had in there so don t see the point in having it or the difference in what you get for paying for a better room Tottlag a waste of good money spent ,"{'fruit platter': [0, 0], 'everyone': [2.125, 0], 'difference': [2.125, 0], 'shower': [0, -0.375], 'door': [2.125, 0], 'freezing': [0, -0.375], 'club room': [5.0, 0], 'main street': [0, 0], 'star': [0.375, 0], 'complimentary': [0.375, 0], 'everything': [2.125, 0], 'room': [2.5, 0], 'water': [0, -0.375], 'label club lounge': [6.75, 0], 'gowns': [0, 0], 'wine': [0, 0], 'bar': [2.125, 0], 'point': [2.125, 0], 'theatre': [0, -0.375], 'waste': [0.5, 0]}"
239,The Park Grand London Paddington, The hotel is fine and well run but the rooms are small But that is the luck of the draw ,"{'luck': [0, 0], 'hotel': [0, -0.125]}"
241,The Park Grand London Paddington, paying at arrival cause when something goes wrong like there was no hot water next morning you cant just move somewhere else quickly ,"{'arrival cause': [1.25, -2.75], 'something': [0.625, -1.375], 'water': [0.625, -1.375]}"
242,The Principal London, Hotel closing for refurbishment Most of the staff being sacked Future of the hotel likely to be expensive with new staff They are losing their best asset ,"{'staff': [1.375, 0], 'future': [1.375, 0], 'hotel closing': [1.375, 0], 'hotel': [1.375, 0], 'refurbishment': [0, 0]}"
243,The Principal London, Some of the ground floor spaces needed a facelift which they are now undergoing ,"{'ground floor': [0, 0]}"
244,The Principal London, Hotel facade works ,{}
245,The Principal London, The bedrooms are very tired and a bit grubby looking Air con and extractor were broken ,"{'air con': [1.0, 0], 'bit': [0.5, 0]}"
246,The Principal London, hotel not up to scratch in certain areas It will close for refurbishment shortly so hopefully it will sort a few problems out ,"{'hotel': [0, -1.125]}"
247,The Principal London, Under going renovation which I wasn t made aware of room comfortable but tired ,"{'renovation': [0, 0]}"
248,The Principal London, Place is really old cramped and dirty even dirtier than London in general There was a smell in the room I was initially put into and another smell in another room I asked for ,"{'place': [0.625, -0.75], 'room': [0, 0], 'smell': [0, 0], 'london': [0.625, -0.75], 'cramped': [0.625, -0.75]}"
